School_Code,School_Name,Pct_First_Language_Not_English,Pct_English_Language_Learner,Pct_Students_With_Disabilities,Pct_High_Needs,Pct_Economically_Disadvantaged,Pct_African_American,Pct_Asian,Pct_Hispanic,Pct_White,Pct_Native_American,Pct_Native_Hawaiian_Pacific_Isla,Pct_MultiRace_NonHispanic,Pct_Males,Pct_Females,Average_Class_Size
970016.0,Crocker Elementary,26.6,12.5,24.6,73.1,64.3,4.5,2.5,51.4,34.1,0.3,0.2,7.0,52.5,47.5,23.4
970505.0,Fitchburg High,34.9,7.1,21.7,63.7,54.0,7.3,6.1,48.3,32.0,0.0,0.1,6.1,52.1,47.9,20.3
970510.0,Goodrich Academy,14.0,2.9,32.0,72.1,60.5,7.0,1.2,34.9,54.7,0.0,0.0,2.3,55.2,44.8,7.0
970340.0,McKay Arts Academy,29.6,10.3,20.8,68.2,55.9,4.6,6.7,48.1,32.5,0.0,0.0,8.0,47.1,52.9,19.5
970048.0,Memorial Intermediate,40.5,13.3,17.3,64.8,54.6,5.6,5.4,52.2,29.9,0.0,0.0,6.8,50.3,49.7,21.0
970043.0,Reingold Elementary,23.3,15.9,16.9,68.2,58.8,5.8,3.1,44.9,38.1,0.0,0.2,8.0,51.9,48.1,21.6
970060.0,South Street Elementary,32.8,19.2,25.0,79.3,65.6,6.1,5.6,53.3,27.3,0.1,0.1,7.4,49.9,50.1,19.8
980005.0,Abbott Memorial,0.0,0.0,25.9,45.7,25.9,1.2,0.0,0.0,96.3,0.0,1.2,1.2,44.4,55.6,9.4
990050.0,Charles Taylor Elementary,3.7,3.3,15.6,24.7,10.3,4.1,4.1,4.1,84.4,0.8,0.4,2.1,57.2,42.8,17.3
990505.0,Foxborough High,1.2,0.5,17.9,26.8,13.6,5.3,2.7,3.0,87.9,0.1,0.1,0.8,53.2,46.8,13.6
990405.0,John J Ahern,1.1,0.9,18.8,28.2,15.4,4.5,2.3,4.2,86.8,0.5,0.0,1.7,51.0,49.0,17.8
990015.0,Mabelle M Burrell,1.9,1.6,17.0,25.1,11.6,2.6,6.1,3.5,83.3,0.3,0.3,3.9,55.6,44.4,17.3
990020.0,Vincent M Igo Elementary,6.3,4.1,16.8,31.0,17.0,3.6,5.3,4.1,83.5,0.5,0.0,3.0,50.8,49.2,20.2
4450105.0,Abby Kelley Foster Charter Public School,60.9,7.2,10.3,51.2,37.2,48.5,4.0,22.0,22.9,0.1,0.1,2.3,47.3,52.7,18.7
4120530.0,Academy Of the Pacific Rim Charter Public School,24.7,11.8,24.3,58.3,38.3,58.1,0.9,27.3,10.4,0.0,0.2,3.0,47.4,52.6,22.8
6000505.0,Acton-Boxborough Regional High,14.4,0.9,11.6,16.3,4.9,1.5,28.2,3.4,63.0,0.2,0.0,3.7,50.6,49.4,19.9
6000005.0,Blanchard Memorial School,9.4,3.1,20.3,26.6,5.8,1.7,33.2,3.1,58.6,0.5,0.0,2.9,51.8,48.2,21.1
6000020.0,C.T. Douglas Elementary School,21.7,7.0,16.4,29.2,4.6,0.2,24.3,3.3,65.8,0.2,0.0,6.1,52.0,48.0,22.9
6000001.0,Carol Huebner Early Childhood Program,5.2,0.0,37.1,41.2,8.2,5.2,40.2,3.1,46.4,3.1,0.0,2.1,59.8,40.2,
6000030.0,Luther Conant School,26.2,13.3,16.0,33.0,7.1,2.9,60.8,4.2,29.5,0.0,0.0,2.7,50.1,49.9,22.9
6000015.0,McCarthy-Towne School,17.9,7.4,14.7,29.3,8.8,3.4,11.4,9.1,70.1,0.6,0.0,5.5,51.2,48.8,22.8
6000010.0,Merriam School,12.4,5.0,15.5,25.5,6.6,2.5,20.5,5.4,68.1,0.0,0.2,3.3,53.8,46.2,22.2
6000025.0,Paul P Gates Elementary School,19.8,9.9,16.6,30.9,9.9,1.7,51.0,3.5,39.9,1.0,0.2,2.7,52.5,47.5,22.4
6000405.0,Raymond J Grey Junior High,16.6,1.9,15.5,22.1,5.2,2.0,31.8,3.7,56.8,0.1,0.0,5.6,52.3,47.7,22.3
6030004.0,Cheshire Elementary,0.4,0.4,22.1,44.7,33.2,4.1,0.4,1.2,93.4,0.0,0.0,0.8,47.1,52.9,16.4
6030505.0,Hoosac Valley Middle & High School,0.8,0.8,22.3,48.2,39.2,5.1,1.3,1.4,91.8,0.2,0.0,0.2,50.0,50.0,14.1
6030020.0,Plunkett Elementary,0.2,0.2,23.9,66.3,59.2,4.0,0.2,2.2,89.8,0.2,0.2,3.3,52.3,47.7,18.8
4300305.0,Advanced Math and Science Academy Charter School,17.9,1.3,4.8,11.7,6.1,2.4,19.2,5.8,66.9,0.3,0.0,5.4,51.7,48.3,19.3
4090205.0,Alma del Mar Charter School,11.7,11.7,16.4,70.7,53.7,14.2,0.6,47.2,31.8,0.3,0.0,5.9,46.3,53.7,34.2
6050505.0,Amherst Regional High,17.6,4.2,17.8,34.3,21.9,7.0,9.5,14.3,59.9,0.1,0.0,9.2,52.1,47.9,12.9
6050405.0,Amherst Regional Middle School,15.0,4.2,19.7,36.3,21.3,6.9,7.9,16.7,59.7,0.0,0.5,8.3,47.7,52.3,17.7
6100025.0,Briggs Elementary,3.5,2.8,18.7,33.8,18.8,0.2,0.4,5.8,92.4,0.0,0.0,1.3,52.1,47.9,21.8
6100010.0,Meetinghouse School,5.6,5.6,10.6,26.3,13.1,1.3,0.0,4.4,93.8,0.0,0.0,0.6,54.4,45.6,20.4
6100505.0,Oakmont Regional High School,1.1,0.9,15.8,25.8,14.1,0.6,1.0,2.3,94.4,0.0,0.0,1.7,49.9,50.1,16.0
6100305.0,Overlook Middle School,3.5,1.4,17.7,30.4,15.1,0.0,0.9,3.3,94.6,0.0,0.0,1.2,49.1,50.9,17.6
6100005.0,Westminster Elementary,4.0,3.5,19.4,34.9,18.0,1.6,0.3,7.0,88.4,0.3,0.0,2.4,52.7,47.3,22.0
8010605.0,Assabet Valley Vocational High School,15.4,2.8,29.2,47.1,22.5,0.9,0.7,14.6,81.1,0.5,0.0,2.3,57.6,42.4,16.2
6150020.0,Athol Community Elementary School,4.0,3.5,26.7,66.2,56.7,0.7,1.2,9.9,84.7,0.2,0.2,3.1,50.3,49.7,15.6
6150505.0,Athol High,1.1,0.8,26.8,56.1,45.3,2.8,0.8,5.6,89.7,0.0,0.0,1.1,54.2,45.8,13.7
6150305.0,Athol-Royalston Middle School,4.1,2.8,26.6,57.1,44.4,1.8,0.0,9.3,85.3,0.3,0.0,3.4,52.7,47.3,19.2
6150050.0,Royalston Community School,1.4,1.4,18.8,46.5,37.5,2.1,0.7,2.8,93.8,0.0,0.0,0.7,49.3,50.7,17.3
4910550.0,Atlantis Charter School,16.4,6.0,12.2,50.0,41.4,4.7,1.9,9.9,80.0,0.1,0.0,3.4,46.7,53.3,21.7
6160505.0,Ayer Shirley Regional High School,8.6,2.4,19.8,38.1,25.2,7.8,2.4,10.5,72.9,0.2,0.2,5.9,50.4,49.6,15.4
6160305.0,Ayer Shirley Regional Middle School,6.3,2.0,19.5,36.7,22.0,4.8,2.0,10.6,75.2,0.8,0.8,5.8,47.1,52.9,20.0
6160001.0,Lura A. White Elementary School,3.6,1.5,19.5,34.4,19.8,2.1,2.6,9.8,81.2,0.0,0.3,4.1,52.7,47.3,22.8
6160002.0,Page Hilltop Elementary School,11.0,6.6,16.1,40.2,26.9,3.2,3.8,11.7,76.5,0.2,0.4,4.2,54.0,46.0,19.2
4270010.0,Barnstable Community Horace Mann Charter Public School,33.8,17.6,7.9,53.4,40.0,17.9,3.1,20.7,51.7,1.0,0.3,5.2,51.7,48.3,21.0
4200205.0,Benjamin Banneker Charter Public School,16.4,3.2,12.7,57.1,49.3,79.5,2.6,13.3,2.6,0.9,0.0,1.2,51.9,48.1,21.3
4470205.0,Benjamin Franklin Classical Charter Public School,16.3,2.5,10.7,19.2,5.4,1.6,23.0,2.7,69.4,0.2,0.0,3.1,51.7,48.3,24.6
4140305.0,Berkshire Arts and Technology Charter Public School,2.5,1.7,21.1,52.8,41.9,14.6,2.5,6.7,71.9,0.0,0.3,3.9,48.0,51.7,15.8
6180505.0,Monument Mt Regional High,5.5,1.1,14.1,30.7,22.1,2.2,1.8,4.8,88.5,0.2,0.2,2.4,51.4,48.6,12.1
6180310.0,Monument Valley Regional Middle School,6.5,1.8,17.6,37.0,25.1,1.6,3.1,7.2,84.0,0.3,0.5,3.4,46.3,53.7,19.7
6180035.0,Muddy Brook Regional Elementary School,9.7,6.5,20.5,48.3,33.0,1.7,3.1,11.1,77.3,0.0,0.0,6.8,56.3,43.8,12.2
6200505.0,Tahanto Regional High,5.5,1.2,15.9,24.3,9.4,1.0,3.1,2.6,91.3,0.0,0.0,2.1,52.2,47.8,16.2
8050605.0,Blackstone Valley,0.7,0.2,9.8,19.2,10.0,0.6,0.8,2.9,94.1,0.0,0.0,1.6,48.2,51.8,17.4
6220015.0,A F Maloney,6.5,4.5,19.2,38.7,19.9,2.4,1.4,5.5,86.3,0.3,0.0,4.1,47.3,52.7,21.8
6220505.0,Blackstone Millville RHS,3.8,1.3,14.5,29.7,17.9,0.9,1.8,3.6,92.6,0.0,0.0,1.1,48.7,51.3,15.4
6220405.0,Frederick W. Hartnett Middle School,5.1,2.1,13.7,31.9,20.1,1.2,1.2,5.1,90.0,0.0,0.0,2.5,49.3,50.7,17.7
6220008.0,John F Kennedy Elementary,13.0,11.3,15.1,40.1,22.6,1.7,0.7,7.5,85.3,0.0,0.0,4.8,56.8,43.2,20.6
6220010.0,Millville Elementary,3.9,2.8,25.4,43.1,23.3,0.4,1.4,6.7,89.4,0.0,0.0,2.1,55.1,44.9,19.5
8060605.0,Blue Hills Regional Vocational Technical,7.0,0.2,25.4,42.0,22.7,22.7,0.7,11.9,59.3,0.8,0.1,4.5,55.5,44.5,15.8
4490305.0,Boston Collegiate Charter School,11.2,3.4,17.9,44.6,29.4,27.5,2.2,19.7,47.5,0.7,0.0,2.4,48.1,51.9,20.6
4240505.0,Boston Day and Evening Academy Charter School,12.1,9.2,27.2,70.8,56.2,48.3,2.0,40.1,5.2,1.0,0.2,3.2,42.3,57.7,15.8
4110305.0,Boston Green Academy Horace Mann Charter School,33.0,13.0,20.2,75.0,61.1,54.8,0.8,32.6,7.4,0.0,0.0,4.4,51.5,48.5,14.4
4160305.0,Boston Preparatory Charter Public School,20.0,10.1,22.2,61.7,39.0,69.2,1.0,24.8,2.4,0.5,0.2,1.9,51.8,48.2,34.0
4810550.0,Boston Renaissance Charter Public School,19.5,6.9,12.6,60.1,48.3,64.1,0.3,31.0,1.5,0.1,0.0,3.0,49.3,50.7,19.3
4170205.0,Bridge Boston Charter School,42.3,25.5,19.5,74.9,54.7,60.7,1.5,33.0,0.4,0.7,0.0,3.7,46.4,53.6,23.5
6250320.0,Bridgewater Middle School,1.4,0.4,13.2,22.1,12.1,3.6,0.8,2.0,89.7,0.0,0.2,3.8,54.2,45.8,22.3
6250505.0,Bridgewater-Raynham Regional,2.4,0.8,9.9,20.5,12.0,3.9,2.3,2.7,87.4,0.2,0.1,3.4,50.0,50.0,16.9
6250050.0,Laliberte Elementary School,2.4,1.0,15.0,29.8,17.4,4.6,1.8,2.0,89.0,0.4,0.0,2.2,54.2,45.8,23.4
6250020.0,Merrill Elementary School,3.7,3.1,11.1,29.9,22.5,5.9,2.8,0.3,89.2,0.0,0.0,1.9,50.3,49.7,21.3
6250002.0,Mitchell Elementary School,3.0,1.7,17.9,31.0,16.7,6.0,1.6,2.7,86.1,0.0,0.1,3.5,52.9,47.1,20.9
6250315.0,Raynham Middle School,5.2,0.7,12.4,26.2,16.8,2.7,2.3,2.7,88.6,0.0,0.1,3.5,49.5,50.5,23.0
6250415.0,Therapeutic Day School,0.0,0.0,100.0,100.0,36.4,0.0,0.0,0.0,90.9,0.0,0.0,9.1,54.5,45.5,
6250300.0,Williams Intermediate School,3.3,1.4,17.0,31.4,17.4,3.5,1.1,3.0,86.6,0.4,0.3,5.1,53.3,46.7,22.7
9100705.0,Bristol County Agricultural High,1.5,0.0,12.6,27.6,17.1,0.2,0.2,2.6,95.5,0.2,0.0,1.3,28.2,71.4,17.7
8100605.0,Bristol-Plymouth Vocational Technical,3.2,0.2,18.8,38.4,26.2,2.9,0.7,6.4,86.4,0.5,0.0,3.1,57.7,42.1,17.4
4280305.0,Brooke Charter School,36.9,6.7,8.9,56.2,45.4,54.5,1.9,35.8,5.4,0.4,0.0,2.0,48.8,51.2,18.9
4320530.0,Cape Cod Lighthouse Charter School,0.8,0.8,13.2,25.1,14.4,1.2,1.2,4.5,87.7,0.0,0.0,5.3,42.8,57.2,29.6
8150605.0,Cape Cod Region Vocational Technical,4.3,2.9,27.3,54.9,35.8,5.1,1.0,10.4,76.2,2.1,0.2,5.0,62.4,37.6,13.3
6350005.0,Becket Washington School,0.8,0.0,21.6,41.6,27.2,0.0,0.0,0.0,96.8,0.0,0.0,3.2,56.0,44.0,16.2
6350025.0,Craneville,1.7,1.4,15.6,43.8,35.3,0.2,2.1,3.8,89.8,0.0,0.0,4.0,53.6,46.4,17.5
6350035.0,Kittredge,0.0,0.0,11.2,43.3,37.3,1.5,0.7,3.0,91.8,0.0,0.0,3.0,53.0,47.0,19.0
6350305.0,Nessacus Regional Middle School,0.5,0.5,14.9,39.9,31.6,1.0,1.0,2.8,91.2,0.3,0.0,3.8,52.3,47.7,15.3
6350505.0,Wahconah Regional High,1.5,0.6,10.7,27.8,21.2,1.1,0.7,4.1,92.3,0.0,0.0,1.8,49.4,50.6,15.1
6320025.0,New Hingham Regional Elementary,0.0,0.0,22.1,42.1,26.4,0.7,0.0,2.9,95.0,1.4,0.0,0.0,48.6,51.4,13.7
4180305.0,Christa McAuliffe Charter Public School,13.2,3.3,23.5,40.3,19.0,5.6,6.1,21.0,60.5,1.0,0.3,5.6,52.4,47.6,18.7
4370505.0,City on a Hill Charter Public School Circuit Street,30.5,10.4,22.6,70.3,56.3,65.2,0.0,29.7,2.9,0.4,0.4,1.4,45.2,54.8,12.1
4380505.0,Codman Academy Charter Public School,14.8,0.0,22.0,65.2,51.8,80.5,0.0,17.5,0.6,0.3,0.6,0.6,49.9,50.1,17.8
4360305.0,Community Charter School of Cambridge,24.9,2.4,19.0,49.7,34.8,62.0,3.5,24.3,5.1,1.6,0.3,3.2,47.3,52.7,16.7
4260205.0,Community Day Charter Public School - Gateway,77.5,59.3,9.6,83.6,50.7,0.7,0.7,96.4,2.1,0.0,0.0,0.0,51.4,48.6,20.0
4400205.0,Community Day Charter Public School - Prospect,73.5,40.8,10.5,74.8,48.3,0.5,0.5,95.8,3.3,0.0,0.0,0.0,50.5,49.5,20.9
4310205.0,Community Day Charter Public School - R. Kingman Webster,56.4,44.6,8.6,76.4,48.6,1.1,1.1,93.6,4.3,0.0,0.0,0.0,48.9,51.1,20.0
6400505.0,Concord Carlisle High,5.0,0.4,16.5,21.1,5.4,4.3,9.5,4.0,78.5,0.0,0.0,3.7,47.8,52.1,15.3
4390050.0,Conservatory Lab Charter School,14.9,10.4,12.0,59.3,42.4,50.9,2.9,32.0,10.4,0.0,0.0,3.8,44.9,55.1,22.7
6450505.0,Dennis-Yarmouth Regional High,14.3,4.5,17.4,46.8,34.3,10.0,2.9,10.3,70.2,1.6,0.1,5.0,50.7,49.3,14.7
6450005.0,Ezra H Baker Innovation School,13.0,12.2,15.9,59.8,48.7,9.9,1.4,9.6,69.4,0.8,0.0,8.8,54.1,45.9,19.5
6450015.0,Marguerite E Small Elementary,23.5,14.4,19.3,63.7,45.1,7.5,1.6,17.6,59.2,4.9,0.3,8.8,59.5,40.5,18.8
6450305.0,Mattacheese Middle School,13.0,6.6,19.9,53.2,41.6,10.2,1.9,8.5,73.5,2.1,0.0,3.8,51.5,48.5,14.6
6450050.0,N H Wixon Innovation School,17.9,8.4,20.4,57.2,40.9,7.4,2.9,11.5,70.6,2.3,0.0,5.3,49.4,50.6,22.4
6450025.0,Station Avenue Elementary,15.5,10.8,10.1,47.3,37.4,6.6,1.6,5.9,74.8,2.8,0.2,8.0,51.3,48.7,20.5
6500005.0,Dighton Elementary,0.0,0.0,12.9,23.6,15.2,0.2,1.4,6.2,87.6,0.0,0.0,4.5,49.8,50.2,19.3
6500305.0,Dighton Middle School,0.3,0.0,11.6,23.2,13.4,1.0,0.8,3.8,91.4,0.0,0.0,3.0,54.8,45.2,18.6
6500505.0,Dighton-Rehoboth Regional High School,1.2,0.0,13.0,23.0,14.0,1.0,1.1,4.3,91.6,0.0,0.0,2.0,55.6,44.4,16.9
6500310.0,Dorothy L Beckwith,1.2,0.2,15.3,25.9,13.9,0.5,0.9,4.0,91.8,0.2,0.0,2.6,50.4,49.6,18.6
6500010.0,Palmer River,1.2,0.5,6.7,18.1,12.2,1.2,1.8,3.9,89.9,0.4,0.0,2.8,48.6,51.4,20.3
6550505.0,Dover-Sherborn Regional High,2.1,0.5,11.7,14.6,3.4,2.3,6.1,2.6,85.7,0.0,0.0,3.2,48.6,51.4,12.9
6550405.0,Dover-Sherborn Regional Middle School,4.8,0.6,12.8,15.7,3.1,3.1,8.6,2.7,81.3,0.4,0.0,4.0,50.7,49.3,17.7
4070405.0,Dudley Street Neighborhood Charter School,35.3,17.8,11.3,68.2,50.0,61.0,0.0,36.6,1.4,0.7,0.0,0.3,45.2,54.8,20.5
6580020.0,Charlton Elementary,5.7,5.5,18.4,34.2,18.7,0.6,1.1,8.3,86.2,0.0,0.0,3.7,57.2,42.8,20.8
6580310.0,Charlton Middle School,3.6,0.1,11.6,22.7,14.8,0.6,1.0,6.0,90.5,0.0,0.1,1.8,51.0,49.0,18.8
6580005.0,Dudley Elementary,10.2,3.2,12.3,35.9,24.9,2.7,0.3,8.3,86.1,0.0,0.0,2.7,52.3,47.7,21.4
6580305.0,Dudley Middle School,10.4,1.1,14.4,30.3,20.1,1.8,1.9,8.8,85.3,0.0,0.0,2.3,48.6,51.4,17.9
6580030.0,Heritage School,8.3,2.2,13.3,31.3,18.1,1.0,1.0,8.7,86.5,0.0,0.2,2.6,54.2,45.8,20.0
6580010.0,Mason Road School,5.0,4.6,18.1,43.6,29.7,2.7,0.0,13.1,82.2,0.4,0.0,1.5,49.4,50.6,22.3
6580505.0,Shepherd Hill Regional High,5.5,0.7,10.4,24.0,17.2,1.7,2.2,6.7,87.0,0.3,0.2,1.8,48.2,51.8,19.2
4520505.0,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),50.7,13.6,16.4,68.0,54.0,44.6,1.9,46.8,4.5,0.0,0.0,2.2,34.3,65.7,17.1
8170505.0,Essex Technical High School,6.8,0.3,21.2,38.3,21.0,1.3,1.5,12.3,81.6,0.1,0.1,3.1,43.0,57.0,16.1
4100205.0,Excel Academy Charter School,61.4,15.0,19.1,62.9,41.4,7.3,1.5,79.2,10.1,1.3,0.3,0.3,49.4,50.6,25.7
6620020.0,Farmington River Elementary,0.0,0.0,16.7,43.0,33.3,0.0,0.0,0.9,98.2,0.0,0.0,0.9,52.6,47.4,14.6
4130505.0,Four Rivers Charter Public School,2.7,0.5,14.5,40.0,29.5,0.5,2.7,7.3,85.0,0.0,0.0,4.5,47.3,52.7,13.7
4460550.0,Foxborough Regional Charter School,20.3,11.7,9.0,32.8,17.0,36.6,10.0,4.4,42.9,0.1,0.1,5.9,47.4,52.6,22.2
1000035.0,Barbieri Elementary,54.8,33.5,20.1,65.8,43.5,3.3,0.6,69.4,23.6,0.1,0.0,3.0,46.2,53.8,18.3
1000006.0,Brophy,58.1,36.3,16.3,67.4,43.9,7.6,4.5,53.4,32.4,0.0,0.0,2.1,48.9,51.1,17.2
1000302.0,Cameron Middle School,52.4,8.4,27.8,58.1,37.9,7.1,2.0,18.3,69.2,0.2,0.0,3.1,50.2,49.8,16.4
1000007.0,Charlotte A Dunning,35.5,14.8,19.8,45.3,20.9,5.0,13.4,11.3,66.6,0.0,0.0,3.8,54.5,45.5,18.4
1000515.0,Framingham High School,40.1,11.0,14.9,39.9,22.7,6.9,6.1,22.0,62.0,0.1,0.0,2.7,51.4,48.6,17.0
1000305.0,Fuller Middle,54.2,32.3,23.9,68.6,42.4,9.0,2.4,38.3,46.7,0.0,0.4,3.2,52.0,48.0,15.3
1000015.0,Hemenway,21.6,9.2,20.6,36.8,18.0,3.8,7.5,11.5,72.9,0.0,0.0,4.2,51.1,48.9,20.3
1000001.0,Juniper Hill School,15.8,6.4,33.3,44.9,23.9,7.3,6.0,23.9,57.3,0.0,0.0,5.6,53.0,47.0,6.2
1000005.0,King Elementary School,39.2,28.4,10.0,48.0,26.4,6.4,11.2,13.6,61.2,0.0,0.0,7.6,56.8,43.2,21.9
1000045.0,Mary E Stapleton Elementary,21.1,8.7,26.2,55.2,38.9,6.6,4.3,19.1,64.6,0.3,0.0,5.1,52.2,47.8,20.6
1000050.0,Miriam F McCarthy School,28.7,12.4,32.7,65.9,49.2,11.5,2.3,28.0,52.2,0.0,0.4,5.6,49.7,50.3,17.4
1000039.0,Potter Road,45.3,20.9,16.7,50.1,25.0,5.2,4.4,7.2,78.7,0.0,0.0,4.6,52.3,47.7,19.4
1000310.0,Walsh Middle,35.2,5.7,23.5,43.4,25.4,4.7,7.9,29.3,55.4,0.0,0.0,2.8,51.0,49.0,18.2
1000055.0,Woodrow Wilson,79.2,49.1,13.7,85.8,54.9,8.5,0.3,21.5,67.4,0.2,0.0,2.1,49.7,50.3,18.9
4780505.0,Francis W. Parker Charter Essential School,1.0,0.0,15.9,19.7,5.3,0.5,1.5,2.8,91.6,0.0,0.0,3.5,45.6,54.2,17.7
1010040.0,Annie Sullivan Middle School,3.7,0.9,17.0,22.8,7.5,0.6,3.7,1.7,92.9,0.0,0.4,0.6,52.8,47.2,19.3
1010035.0,Davis Thayer,7.0,4.8,15.4,30.5,17.3,1.5,1.5,4.8,90.4,0.4,0.4,1.1,53.3,46.7,18.9
1010003.0,Franklin Early Childhood Development Center,13.0,0.0,30.5,39.7,12.2,1.5,4.6,5.3,80.9,0.0,6.1,1.5,62.6,37.4,25.3
1010505.0,Franklin High,4.2,0.6,12.7,17.4,5.9,1.7,4.5,2.1,89.4,0.2,0.2,2.0,49.2,50.8,16.9
1010012.0,Helen Keller Elementary,3.1,1.2,15.3,21.3,7.3,1.5,3.9,0.7,91.8,0.0,0.5,1.7,53.8,46.2,22.3
1010405.0,Horace Mann,4.7,0.0,12.9,17.2,5.6,1.3,7.7,2.1,86.9,0.2,0.0,1.7,47.2,52.8,21.5
1010013.0,J F Kennedy Memorial,5.6,1.7,13.6,20.6,7.2,0.8,7.8,2.8,86.1,0.0,0.6,1.9,51.7,48.3,19.1
1010010.0,Jefferson Elementary,4.3,1.8,15.5,20.4,4.9,2.4,7.9,1.2,86.6,0.0,0.6,1.2,54.7,45.3,16.0
1010030.0,Oak Street Elementary,3.1,0.7,14.0,21.8,8.5,1.0,4.4,4.8,86.7,0.2,0.2,2.7,53.3,46.7,17.8
1010032.0,Parmenter,7.7,3.3,7.7,26.3,17.5,3.8,6.6,2.7,84.4,0.3,0.8,1.4,52.3,47.7,19.7
1010310.0,Remington Middle,7.6,2.2,19.6,27.2,10.4,1.5,5.0,3.7,87.4,0.2,0.0,2.2,52.0,48.0,19.8
8180605.0,Franklin County Technical,0.2,0.0,28.5,52.0,35.7,1.0,0.2,2.5,95.9,0.0,0.0,0.4,67.8,32.2,13.1
6650505.0,Apponequet Regional High,1.0,0.3,14.6,21.2,10.8,1.4,1.5,1.8,93.7,0.3,0.1,1.2,49.5,50.5,15.0
6650002.0,Assawompset Elementary School,1.2,1.0,6.0,21.6,16.5,2.2,1.0,0.2,93.8,0.2,0.0,2.6,52.0,48.0,21.4
6650001.0,Freetown Elementary School,2.0,1.8,13.0,33.0,22.5,1.0,0.3,1.5,96.5,0.0,0.0,0.8,51.0,49.0,19.5
6650305.0,Freetown-Lakeville Middle School,1.1,0.3,13.5,24.5,14.1,0.7,0.9,1.8,94.7,0.3,0.1,1.5,49.9,50.1,22.1
6650015.0,George R Austin Intermediate School,1.7,1.1,16.7,31.9,19.5,1.7,0.6,0.8,94.9,0.4,0.0,1.5,47.8,52.2,22.7
6700505.0,Frontier Regional,3.3,1.5,19.1,31.1,17.5,1.3,3.1,4.4,88.4,0.0,0.3,2.5,54.0,46.0,13.3
1030001.0,Elm Street School,6.6,5.7,23.5,63.0,52.8,2.4,1.0,17.3,68.6,0.2,0.0,10.5,55.8,44.2,22.5
1030515.0,Gardner Academy for Learning and Technology,4.3,4.3,29.0,76.3,65.6,5.4,1.1,12.9,73.1,1.1,0.0,6.5,58.1,41.9,11.0
1030505.0,Gardner High,7.9,3.1,18.1,50.4,41.5,2.7,2.1,12.5,78.5,0.4,0.0,3.8,53.6,46.4,15.9
1030405.0,Gardner Middle School,7.7,4.2,23.4,60.1,48.4,2.6,1.8,15.2,70.0,0.2,0.0,10.2,49.4,50.6,18.5
1030020.0,Waterford Street,7.0,6.2,21.8,64.0,56.0,2.2,1.1,18.5,69.9,0.2,0.0,8.1,46.4,53.6,20.4
6720059.0,Chester Elementary,0.9,0.0,19.8,48.3,39.7,1.7,0.0,3.4,91.4,1.7,0.0,1.7,53.4,46.6,17.2
6720505.0,Gateway Regional High,3.2,0.5,16.4,37.7,28.6,0.5,0.9,2.7,94.1,0.0,0.0,1.8,44.1,55.9,11.6
6720405.0,Gateway Regional Middle School,3.8,1.4,17.3,35.1,21.2,0.0,0.5,5.8,91.8,0.5,0.0,1.4,57.2,42.8,15.1
6720143.0,Littleville Elementary School,5.7,5.4,18.5,47.1,33.0,1.3,0.0,3.7,91.9,0.0,0.3,2.7,53.2,46.8,16.7
1050505.0,Georgetown High School,0.2,0.0,13.6,20.4,10.2,0.7,1.0,2.7,93.2,0.0,0.0,2.4,47.7,52.3,12.8
1050305.0,Georgetown Middle School,0.0,0.0,11.3,16.9,6.1,0.4,1.3,0.4,97.0,0.0,0.0,0.9,54.1,45.9,17.4
1050010.0,Penn Brook,0.7,0.6,10.0,17.9,9.3,1.1,1.1,1.7,94.7,0.0,0.3,1.0,52.1,47.9,38.7
1050005.0,Perley Elementary,0.9,0.0,13.0,17.6,5.6,0.0,0.9,0.9,98.1,0.0,0.0,0.0,51.9,48.1,22.2
6740005.0,Gill Elementary,0.9,0.0,12.8,42.7,32.5,3.4,0.0,1.7,88.0,0.0,0.0,6.8,52.1,47.9,16.1
6740310.0,Great Falls Middle,5.9,2.1,24.4,52.9,41.2,2.1,0.4,8.0,84.0,0.4,0.0,5.0,48.7,51.3,12.9
6740015.0,Hillcrest Elementary School,18.9,18.2,18.9,70.3,56.8,0.0,0.7,16.9,73.6,0.0,0.7,8.1,51.4,48.6,16.2
6740050.0,Sheffield Elementary School,14.7,13.8,21.2,66.4,54.4,0.0,0.0,17.1,71.0,0.5,0.5,11.1,50.2,49.8,17.4
6740505.0,Turners Fall High,8.2,3.5,16.0,44.6,34.6,1.7,0.4,7.4,86.1,0.0,0.0,4.3,49.8,50.2,12.0
4960305.0,Global Learning Charter Public School,16.6,10.7,13.4,59.4,49.7,10.7,1.0,29.8,52.3,1.0,0.0,5.3,51.7,48.3,16.4
1070010.0,Beeman Memorial,15.5,11.5,13.5,56.3,44.8,1.1,2.5,14.4,79.7,0.6,0.0,1.7,49.9,50.1,18.7
1070020.0,East Gloucester Elementary,5.1,4.3,17.0,42.1,28.9,0.0,0.0,6.8,88.1,0.0,0.0,5.1,55.3,44.7,20.8
1070505.0,Gloucester High,9.7,4.2,25.6,47.9,32.6,2.2,1.7,7.5,85.7,0.2,0.7,2.0,51.1,48.9,14.9
1070025.0,Gloucester PreSchool,0.0,0.0,50.0,66.7,40.6,3.1,3.1,2.1,85.4,0.0,0.0,6.3,52.1,47.9,9.5
